VariationID	Tx_id
160245	NM_001083961.2
160253	NM_001083961.2
160254	NM_001083961.2
160257	NM_001083961.2
160261	NM_001083961.2
160265	NM_001083961.2
160266	NM_001083961.2
160282	NM_001083961.2
160283	NM_001083961.2
160288	NM_001083961.2
160302	NM_001083961.2
160304	NM_001083961.2
160305	NM_001083961.2
16050	NM_021957.4
16059	NM_000824.5
161113	NM_005214.5
161145	NM_152296.5
162178	NM_000064.4
1622	NM_000018.4
162497	NM_004006.3
162498	NM_001114753.3
162499	NM_000527.5
162508	NM_000535.7
162509	NM_000313.4
162526	NM_001848.3
162587	NM_017739.4
162595	NM_013382.7
162599	NM_013382.7
162619	NM_024740.2
162661	NM_004130.4
162675	NM_001089.3
162722	NM_001614.5
162789	NM_001709.5
162846	NM_017950.4
162847	NM_017950.4
162876	NM_022124.6
162945	NM_022124.6
162962	NM_000492.4
162995	NM_080680.3
163027	NM_001927.4
163039	NM_001127453.2
163084	NM_178452.6
163101	NM_001277115.2
163107	NM_001277115.2
163123	NM_001277115.2
163124	NM_001277115.2
163133	NM_001369.3
163144	NM_001369.3
163146	NM_001369.3
163149	NM_001369.3
163150	NM_001369.3
163172	NM_031427.4
163176	NM_203447.4
163177	NM_203447.4
163301	NM_032122.5
163302	NM_032122.5
163387	NM_000501.4
163389	NM_000501.4
163398	NM_000501.4
163403	NM_000117.3
163427	NM_000503.6
163434	NM_000503.6
163456	NM_006329.4
163485	NM_000138.5
163600	NM_032119.4
163664	NM_000195.5
163665	NM_000195.5
163676	NM_181507.2
163689	NM_005343.4
163735	NM_000218.3
163741	NM_000218.3
163743	NM_000218.3
16376	NM_021870.3
163798	NM_001105206.3
163813	NM_002294.3
163816	NM_002294.3
163996	NM_002458.3
164003	NM_002458.3
164008	NM_002458.3
164012	NM_002458.3
164051	NM_000256.3
164063	NM_000256.3
164107	NM_000256.3
164119	NM_000256.3
16415	NM_021871.4
164151	NM_000256.3
164203	NM_001145809.2
164415	NM_002473.6
16442	NM_000138.5
164441	NM_002473.6
164451	NM_002473.6
164462	NM_002473.6
164507	NM_033118.4
164528	NM_016239.4
164536	NM_016239.4
164552	NM_016239.4
164703	NM_000260.4
164752	NM_006393.3
164756	NM_006393.3
164757	NM_006393.3
164804	NM_016616.5
164815	NM_144672.4
164824	NM_144672.4
164826	NM_144672.4
164841	NM_194248.3
164870	NM_194248.3
164871	NM_194248.3
165056	NM_020975.6
16514	NM_000043.6
165140	NM_000335.5
165166	NM_001038.6
165170	NM_000336.3
165176	NM_001039.4
165206	NM_000542.5
165211	NM_001317778.2
165232	NM_000337.6
165242	NM_139319.3
165245	NM_000441.2
165263	NM_000441.2
165305	NM_153700.2
165368	NM_005422.4
16537	NM_000129.4
165377	NM_198253.3
165395	NM_003242.6
165493	NM_003280.3
165533	NM_001276345.2
165556	NM_001276345.2
165608	NM_001039141.3
165611	NM_001039141.3
165698	NM_001267550.2
165910	NM_001267550.2
165974	NM_001267550.2
166127	NM_001267550.2
166217	NM_001267550.2
166222	NM_001267550.2
166261	NM_001267550.2
166263	NM_001267550.2
166265	NM_001267550.2
166268	NM_001267550.2
166273	NM_001267550.2
166281	NM_001267550.2
166387	NM_153676.4
166450	NM_206933.4
166465	NM_206933.4
166541	NM_014000.3
166546	NM_014000.3
16662	NM_001953.5
166634	NM_014049.5
166636	NM_014049.5
166642	NM_000018.4
166646	NM_000018.4
166650	NM_000019.4
166661	NM_004006.3
166704	NM_054012.4
16671	NM_001114753.3
166733	NM_033028.5
166737	NM_176824.3
166778	NM_001256789.3
166788	NM_000070.3
166801	NM_001378615.1
166813	NM_022124.6
166818	NM_006201.5
166846	NM_201548.5
166848	NM_201548.5
166893	NM_015102.5
166895	NM_001297.5
166902	NM_013382.7
166921	NM_001854.4
166923	NM_001854.4
166927	NM_001844.5
166974	NM_000104.4
166975	NM_207352.4
167003	NM_001369.3
167015	NM_001377.3
167030	NM_001130987.2
167031	NM_001039348.3
167063	NM_004463.3
167073	NM_144997.7
167074	NM_001110556.2
167075	NM_001110556.2
167108	NM_012418.4
167111	NM_000152.5
167138	NM_000169.3
167182	NM_000194.3
167184	NM_000195.5
167198	NM_001023570.4
167229	NM_003482.4
167273	NM_020166.5
167274	NM_020166.5
167291	NM_000245.4
167321	NM_000263.4
167337	NM_001164508.2
167352	NM_001291867.2
167375	NM_015102.5
167396	NM_000274.4
167401	NM_130837.3
167415	NM_002578.5
167434	NM_000440.3
167440	NM_000283.4
167446	NM_000466.3
167447	NM_000466.3
167458	NM_003630.3
167476	NM_138694.4
167529	NM_001077365.2
167537	NM_015629.4
167550	NM_000314.8
167566	NM_000321.3
167629	NM_001035.3
167634	NM_000541.5
167635	NM_000541.5
167643	NM_001165963.4
167652	NM_000334.4
167659	NM_001365536.1
167660	NM_001365536.1
167669	NM_007214.5
167697	NM_003060.4
167702	NM_001379110.1
167720	NM_001130438.3
167722	NM_000455.5
167724	NM_001032221.6
167725	NM_001032221.6
167729	NM_001083962.2
167846	NM_020779.4
16817	NM_001943.5
17115	NM_001379500.1
17120	NM_080680.3
17141	NM_001853.4
17163	NM_001849.4
17170	NM_001848.3
17174	NM_001848.3
17176	NM_001848.3
17183	NM_000093.5
17188	NM_000093.5
17202	NM_000090.4
17203	NM_000090.4
17233	NM_000089.4
17270	NM_000089.4
17382	NM_001844.5
17461	NM_000094.4
17494	NM_004385.5
1750	NM_000787.4
17559	NM_000096.4
17707	NM_001783.4
177668	NM_000256.3
177681	NM_004086.3
177686	NM_000256.3
177712	NM_000260.4
177742	NM_000256.3
177766	NM_000256.3
177799	NM_001103.4
177811	NM_000256.3
177814	NM_000256.3
177837	NM_000256.3
177883	NM_007078.3
177951	NM_000501.4
177959	NM_005188.4
177964	NM_033118.4
177965	NM_001035.3
177966	NM_001267550.2
177969	NM_030662.4
177997	NM_000501.4
177998	NM_170707.4
178003	NM_001103.4
178048	NM_001105206.3
178050	NM_001105206.3
178055	NM_001105206.3
178064	NM_000256.3
178070	NM_002471.4
178074	NM_002471.4
178090	NM_033118.4
178099	NM_006393.3
178110	NM_002880.4
178113	NM_001035.3
178139	NM_024334.3
178149	NM_001018005.2
178223	NM_001267550.2
178282	NM_004415.4
178297	NM_022124.6
178328	NM_080680.3
178384	NM_000218.3
178415	NM_001145809.2
178435	NM_002473.6
178437	NM_002473.6
178449	NM_016239.4
178471	NM_017433.5
178482	NM_000260.4
178509	NM_194248.3
178560	NM_153676.4
178624	NM_000260.4
178633	NM_198999.3
178635	NM_153700.2
178640	NM_004817.4
178647	NM_206933.4
178702	NM_003664.5
178707	NM_017950.4
178718	NM_172245.4
178730	NM_001277115.2
178736	NM_001277115.2
178746	NM_001369.3
178747	NM_001369.3
178759	NM_001369.3
178764	NM_023036.6
178772	NM_032122.5
178773	NM_016938.5
178775	NM_030917.4
178776	NM_032383.5
178779	NM_181507.2
178787	NM_002458.3
178798	NM_002458.3
178810	NM_016616.5
178878	NM_144573.4
178902	NM_007078.3
178916	NM_001399.5
178938	NM_153676.4
178946	NM_000256.3
17898	NM_000384.3
178984	NM_001267550.2
179014	NM_001386795.1
179017	NM_002294.3
179170	NM_000441.2
179210	NM_000492.4
179254	NM_002294.3
179258	NM_001384140.1
179259	NM_001692.4
179336	NM_001267550.2
179358	NM_022336.4
179360	NM_001399.5
179496	NM_000117.3
179547	NM_002230.4
179551	NM_001103.4
179576	NM_002471.4
179641	NM_001399.5
179666	NM_001267550.2
179695	NM_194248.3
179772	NM_004415.4
179792	NM_001145308.5
179809	NM_170707.4
179844	NM_206933.4
179864	NM_002471.4
179906	NM_006393.3
179928	NM_002471.4
179934	NM_000441.2
17996	NM_001182.5
180042	NM_001267550.2
180050	NM_032119.4
180056	NM_001134363.3
180117	NM_001614.5
180121	NM_016239.4
180179	NM_005633.4
180212	NM_001080467.3
180359	NM_000138.5
180360	NM_000138.5
180387	NM_000238.4
180397	NM_002294.3
180403	NM_000527.5
180577	NM_001267550.2
180674	NM_000732.6
180689	NM_016356.5
180694	NM_003803.4
180695	NM_000094.4
180779	NM_004333.6
180783	NM_004333.6
180815	NM_005188.4
180835	NM_000169.3
180838	NM_000169.3
180862	NM_002294.3
180869	NM_002294.3
180876	NM_002294.3
180877	NM_002294.3
180880	NM_002294.3
180884	NM_002294.3
180891	NM_002294.3
180925	NM_000256.3
180949	NM_000256.3
180957	NM_000256.3
180958	NM_000256.3
180995	NM_000256.3
181007	NM_000256.3
181008	NM_000256.3
181041	NM_000256.3
181053	NM_000256.3
181059	NM_000256.3
181066	NM_000256.3
181068	NM_000256.3
181245	NM_000257.4
181492	NM_002834.5
181519	NM_006912.6
181649	NM_001276345.2
181667	NM_001018005.2
181686	NM_001018005.2
181777	NM_000038.6
181833	NM_000038.6
181841	NM_000051.4
181842	NM_000051.4
181848	NM_000051.4
181860	NM_000051.4
181862	NM_000051.4
181863	NM_000051.4
181899	NM_000051.4
181927	NM_000051.4
181940	NM_000051.4
181950	NM_000051.4
181987	NM_000051.4
182023	NM_000465.4
182031	NM_000465.4
182089	NM_007294.4
182158	NM_007294.4
182165	NM_007294.4
182168	NM_007294.4
182265	NM_000059.4
182292	NM_000059.4
182296	NM_000059.4
182298	NM_000059.4
182354	NM_032043.3
182364	NM_032043.2
182384	NM_004360.5
182385	NM_004360.5
182416	NM_000077.5
182430	NM_007194.4
182459	NM_007194.4
182503	NM_006361.6
182544	NM_000249.4
18255	NM_001625.4
182607	NM_000251.3
182609	NM_000251.3
182707	NM_002485.5
182709	NM_002485.5
182710	NM_002485.5
182721	NM_002485.5
182757	NM_024675.4
182778	NM_024675.4
182793	NM_001166108.2
182796	NM_001166108.2
182812	NM_000535.7
182815	NM_000535.7
182820	NM_005732.4
182835	NM_058216.3
182838	NM_058216.3
182854	NM_002878.4
182892	NM_000455.5
182947	NM_000546.6
182951	NM_000546.6
182973	NM_000551.4
183303	NM_016373.4
183312	NM_001082538.3
183328	NM_001044385.3
183333	NM_020751.3
183338	NM_001163435.3
183661	NM_017534.6
183722	NM_000314.8
183757	NM_003000.3
183785	NM_002878.4
183893	NM_000535.7
183925	NM_003000.3
184117	NM_000038.6
184346	NM_004360.5
184496	NM_002878.4
184603	NM_000548.5
184660	NM_002878.4
184741	NM_000051.4
185026	NM_002485.5
185068	NM_007194.4
185145	NM_005732.4
185152	NM_002485.5
185167	NM_002878.4
185222	NM_005732.4
185229	NM_000051.4
185300	NM_000059.4
185318	NM_144997.7
185326	NM_000051.4
185340	NM_000535.7
185411	NM_007294.4
185473	NM_003001.5
1855	NM_152783.5
185659	NM_000038.6
185890	NM_000059.4
185900	NM_007294.4
185962	NM_005591.4
186020	NM_024675.4
186035	NM_024675.4
186061	NM_000535.7
186115	NM_000249.4
186222	NM_002878.4
186234	NM_000535.7
186236	NM_000546.6
186267	NM_004360.5
186314	NM_002485.5
186357	NM_002878.4
186395	NM_007294.4
186470	NM_000051.4
186552	NM_000051.4
186709	NM_001048174.2
186761	NM_000051.4
186791	NM_002485.5
186800	NM_007194.4
186819	NM_001048174.2
1869	NM_007217.4
186993	NM_002382.5
187060	NM_000051.4
187074	NM_032043.3
187174	NM_005591.4
187308	NM_000051.4
187334	NM_007194.4
187396	NM_032043.3
187415	NM_000249.4
187475	NM_002878.4
187521	NM_000051.4
187532	NM_005732.4
187538	NM_000059.4
187590	NM_000314.8
187599	NM_005732.4
187726	NM_000535.7
187850	NM_001029.5
187897	NM_005957.5
187900	NM_005957.5
187901	NM_005957.5
188082	NM_000264.5
188097	NM_000051.4
188125	NM_000051.4
188163	NM_024675.4
188193	NM_015272.5
188227	NM_014946.4
188302	NM_000135.4
188306	NM_001042492.3
188368	NM_138694.4
188404	NM_007294.4
188411	NM_007294.4
188424	NM_000059.4
188436	NM_000059.4
188447	NM_001943.5
188450	NM_001943.5
188509	NM_000249.4
188541	NM_000256.3
188543	NM_000256.3
188544	NM_000256.3
188549	NM_000256.3
188601	NM_000257.4
188607	NM_000257.4
188613	NM_000257.4
188614	NM_000257.4
188619	NM_000257.4
188620	NM_000257.4
188654	NM_001005242.3
188657	NM_001005242.3
188681	NM_001276345.2
188689	NM_001276345.2
188720	NM_002225.5
188725	NM_000053.4
188729	NM_000466.3
188740	NM_000228.3
188748	NM_000016.6
188749	NM_000053.4
188755	NM_000137.4
188772	NM_000441.2
188774	NM_000030.3
188780	NM_019098.5
188783	NM_000492.4
188800	NM_000383.4
188804	NM_000642.3
188815	NM_000153.4
188827	NM_019098.5
188837	NM_000035.4
188846	NM_000228.3
188909	NM_000391.4
188924	NM_000152.5
188929	NM_000520.6
188949	NM_000487.6
188953	NM_000053.4
188975	NM_000288.4
188980	NM_015166.4
188994	NM_000642.3
189002	NM_000466.3
189028	NM_001164277.2
189030	NM_000159.4
189031	NM_019098.5
189053	NM_000136.3
189055	NM_000053.4
189064	NM_000295.5
189078	NM_000352.6
189079	NM_000382.3
189081	NM_000071.3
189083	NM_001384140.1
189085	NM_000137.4
189097	NM_000352.6
189111	NM_014625.4
189119	NM_000053.4
189127	NM_000187.4
189128	NM_000518.5
189146	NM_004646.4
189152	NM_198129.4
189167	NM_000441.2
189180	NM_000520.6
189181	NM_000271.5
189184	NM_000152.5
189189	NM_000390.4
189225	NM_000080.4
189226	NM_000094.4
189228	NM_001363711.2
189233	NM_000426.4
189239	NM_000289.6
189245	NM_018418.5
189246	NM_006019.4
189324	NM_000335.5
189409	NM_000314.8
189420	NM_000314.8
189462	NM_000314.8
189475	NM_000314.8
189481	NM_000314.8
189509	NM_000314.8
189511	NM_000314.8
189565	NM_001323289.2
189568	NM_001323289.2
189776	NM_001110792.2
189811	NM_002734.5
189847	NM_001165963.4
189890	NM_001165963.4
189891	NM_001165963.4
189902	NM_001165963.4
189908	NM_001165963.4
189925	NM_001165963.4
189927	NM_001165963.4
189928	NM_001165963.4
189935	NM_001165963.4
189936	NM_001165963.4
189938	NM_001165963.4
189958	NM_001165963.4
189967	NM_001165963.4
189985	NM_001165963.4
189993	NM_001165963.4
189997	NM_001165963.4
190004	NM_001165963.4
190008	NM_001165963.4
190009	NM_001165963.4
190012	NM_001165963.4
190147	NM_000124.4
190153	NM_000124.4
190163	NM_000124.4
190178	NM_001110556.2
190184	NM_001110556.2
190187	NM_001110556.2
190205	NM_001110556.2
190209	NM_004628.5
190213	NM_004628.5
190214	NM_004628.5
190373	NM_006017.3
190391	NM_020458.4
190392	NM_020458.4
190619	NM_000719.7
190633	NM_000719.7
190634	NM_000719.7
190743	NM_001232.4
190761	NM_015141.4
190768	NM_005477.3
190833	NM_004387.4
190900	NM_003098.3
191084	NM_017777.4
191090	NM_001384474.1
1912	NM_001352514.2
191259	NM_153704.6
191260	NM_025000.4
191261	NM_004285.4
191327	NM_001127671.2
191354	NM_000283.4
191542	NM_000238.4
191543	NM_000238.4
191568	NM_201596.3
192176	NM_001267550.2
192177	NM_001267550.2
192263	NM_004369.4
192272	NM_199334.5
192289	NM_001110792.2
192301	NM_004523.4
192362	NM_001386795.1
1928	NM_022132.5
193204	NM_001399.5
193258	NM_003839.4
193471	NM_033028.5
193547	NM_000033.4
193550	NM_054012.4
193560	NM_000155.4
193564	NM_000182.5
193644	NM_002863.5
193692	NM_006949.4
193720	NM_015629.4
193771	NM_182914.3
193809	NM_000334.4
193835	NM_001130823.3
193849	NM_001844.5
193870	NM_004006.3
193892	NM_001199397.3
193919	NM_020686.6
193976	NM_000159.4
193986	NM_000275.3
194011	NM_001017995.3
194012	NM_001017995.3
194033	NM_001182.5
194040	NM_001848.3
194061	NM_004984.4
194076	NM_006486.3
194102	NM_017777.4
194107	NM_019109.5
194109	NM_020751.3
194113	NM_022089.4
194116	NM_022455.5
194151	NM_000096.4
194170	NM_001278116.2
194181	NM_000532.5
194186	NM_000883.4
194218	NM_004463.3
194219	NM_005045.4
194263	NM_022436.3
194273	NM_031220.4
194287	NM_194318.4
194320	NM_000093.5
194374	NM_002334.4
194384	NM_004006.3
194389	NM_005609.4
194471	NM_000392.5
194473	NM_000440.3
194492	NM_001297.5
194520	NM_005529.7
194589	NM_000096.4
194593	NM_000282.4
194704	NM_000276.4
194708	NM_000443.4
194782	NM_020822.3
194786	NM_023110.3
194805	NM_213599.3
194811	NM_000321.3
194818	NM_001378615.1
194830	NM_001851.6
194832	NM_001853.4
194836	NM_002335.4
194861	NM_012448.4
194901	NM_052989.3
194915	NM_000180.4
194917	NM_000182.5
194920	NM_000426.4
194951	NM_004006.3
194955	NM_004380.3
194972	NM_015311.3
195026	NM_000169.3
195069	NM_000346.4
1951	NM_145261.4
195103	NM_001005361.3
195111	NM_001101.5
195202	NM_003701.4
195286	NM_001199397.3
195339	NM_018297.4
195377	NM_024529.5
195451	NM_000088.4
195459	NM_000414.4
195479	NM_001854.4
195492	NM_004006.3
195504	NM_001077365.2
195517	NM_017534.6
195525	NM_018979.4
195540	NM_147127.5
195558	NM_000275.3
195600	NM_004006.3
195650	NM_000393.5
195661	NM_001377.3
195663	NM_001127222.2
195665	NM_001142800.2
195675	NM_002547.3
195678	NM_004006.3
195697	NM_025074.7
195698	NM_001365088.1
195743	NM_001844.5
195763	NM_006059.4
195766	NM_014846.4
195819	NM_004380.3
195831	NM_130837.3
195846	NM_000088.4
195867	NM_001457.4
195872	NM_001853.4
195916	NM_206933.4
195978	NM_017780.4
196013	NM_001170629.2
196045	NM_001384140.1
196133	NM_001364905.1
196140	NM_017617.5
196149	NM_001267550.2
196167	NM_001458.5
196173	NM_002471.4
196178	NM_014714.4
196186	NM_001384732.1
196201	NM_000035.4
196206	NM_000089.4
196207	NM_000101.4
196238	NM_000235.4
196307	NM_001044385.3
196324	NM_001235.5
196328	NM_001845.6
196337	NM_002087.4
196349	NM_002546.4
196375	NM_004187.5
196435	NM_006269.2
196436	NM_006445.4
196472	NM_016032.4
196492	NM_170784.3
196506	NM_021120.4
196584	NM_153427.2
196694	NM_001130987.2
196712	NM_025074.7
196715	NM_133433.4
196723	NM_001267550.2
196726	NM_000089.4
196730	NM_000392.5
196897	NM_004006.3
1969	NM_000022.4
196931	NM_133433.4
197000	NM_001458.5
197024	NM_000426.4
197083	NM_025074.7
197098	NM_054012.4
197126	NM_000282.4
197159	NM_000543.5
197163	NM_000702.4
197176	NM_001044385.3
197187	NM_001165963.4
197203	NM_001918.5
197206	NM_002335.4
197207	NM_002397.5
197225	NM_003919.3
197257	NM_005592.4
197264	NM_006019.4
197301	NM_014846.4
197302	NM_014846.4
197332	NM_022124.6
197369	NM_001159773.2
197388	NM_177924.5
197447	NM_206933.4
197510	NM_206933.4
197516	NM_001369.3
197535	NM_138694.4
197549	NM_005529.7
197557	NM_000088.4
197616	NM_000016.6
197629	NM_000142.5
197631	NM_000143.4
197639	NM_000169.3
197644	NM_000203.5
197704	NM_001015880.2
197732	NM_001849.4
197739	NM_002206.3
197740	NM_002225.5
197775	NM_005334.3
197788	NM_006432.5
197814	NM_014946.4
197846	NM_001008212.2
197860	NM_205861.3
197863	NM_031433.4
197888	NM_001098671.2
197918	NM_000088.4
197926	NM_005045.4
197935	NM_003482.4
198020	NM_004006.3
198028	NM_000019.4
198062	NM_000262.3
198069	NM_000306.4
198088	NM_000516.7
198132	NM_001429.4
198148	NM_002381.5
198172	NM_004456.5
198175	NM_004560.4
198182	NM_005199.5
198238	NM_020451.3
198246	NM_021625.5
198369	NM_001164508.2
198386	NM_054012.4
198406	NM_000203.5
198420	NM_000392.5
198448	NM_001360016.2
198464	NM_001159699.2
198466	NM_001159699.2
198478	NM_002206.3
198480	NM_002225.5
198565	NM_015404.4
198568	NM_016616.5
198578	NM_020166.5
198636	NM_207122.2
198665	NM_004006.3
198668	NM_001035.3
198687	NM_000033.4
198695	NM_000202.8
198730	NM_000443.4
198742	NM_000548.5
198776	NM_001492.6
198883	NM_001353214.3
198889	NM_018297.4
198941	NM_000540.3
198957	NM_001377.3
199003	NM_001128178.3
199037	NM_000747.3
199080	NM_002485.5
199109	NM_005529.7
199118	NM_006017.3
199119	NM_006059.4
199214	NM_000540.3
199680	NM_000069.3
199692	NM_000090.4
199697	NM_000090.4
199704	NM_000090.4
199710	NM_000090.4
199729	NM_000090.4
199847	NM_004415.4
199856	NM_004415.4
1999	NM_199242.3
199946	NM_000138.5
199955	NM_000138.5
199965	NM_000138.5
199969	NM_000138.5
199998	NM_000138.5
200023	NM_000138.5
200026	NM_000138.5
200028	NM_000138.5
200030	NM_000138.5
200034	NM_000138.5
200075	NM_000138.5
200095	NM_000138.5
2001	NM_199242.3
200106	NM_000138.5
200129	NM_000138.5
200174	NM_000138.5
200180	NM_000138.5
200218	NM_000238.4
200241	NM_000238.4
200243	NM_000238.4
200257	NM_000238.4
200325	NM_000238.4
200376	NM_000238.4
200400	NM_000238.4
200444	NM_000238.4
200446	NM_000238.4
200462	NM_000238.4
200537	NM_000238.4
200596	NM_000238.4
200721	NM_000238.4
200755	NM_000238.4
200757	NM_000238.4
200835	NM_000218.3
200836	NM_000218.3
200845	NM_000218.3
200851	NM_000218.3
200874	NM_000218.3
200905	NM_000218.3
200926	NM_170707.4
200933	NM_170707.4
200978	NM_001370259.2
200981	NM_001370259.2
200985	NM_001370259.2
201025	NM_002474.3
201035	NM_002474.3
201041	NM_002474.3
201123	NM_000268.4
201161	NM_001035.3
201163	NM_001035.3
201187	NM_001035.3
201415	NM_000335.5
201427	NM_000335.5
201432	NM_000335.5
201438	NM_000335.5
201440	NM_000335.5
201455	NM_000335.5
201464	NM_000335.5
201465	NM_000335.5
201508	NM_000335.5
201510	NM_000335.5
201580	NM_000335.5
201610	NM_020297.4
201623	NM_001103.4
201635	NM_001103.4
201691	NM_003476.5
201697	NM_001927.4
201715	NM_001927.4
201759	NM_004006.3
201761	NM_001386795.1
201772	NM_000117.3
201841	NM_007078.3
201845	NM_007078.3
201869	NM_032578.4
201872	NM_032578.4
201958	NM_001005242.3
201964	NM_001005242.3
201984	NM_001005242.3
201989	NM_001005242.3
202005	NM_001005242.3
202030	NM_001005242.3
202051	NM_001134363.3
2021	NM_001003841.3
202113	NM_003673.4
202266	NM_001267550.2
202282	NM_001267550.2
202288	NM_001267550.2
202291	NM_001267550.2
202292	NM_001267550.2
202293	NM_001267550.2
202374	NM_001267550.2
202380	NM_001267550.2
202384	NM_001267550.2
202394	NM_001267550.2
202401	NM_001267550.2
202426	NM_001267550.2
203201	NM_001267550.2
203219	NM_001267550.2
2034	NM_017780.4
203437	NM_013254.4
203460	NM_002087.4
203522	NM_145207.3
203594	NM_000018.4
203624	NM_000048.4
203646	NM_001875.5
203726	NM_004453.4
203730	NM_004453.4
203738	NM_000182.5
203739	NM_000182.5
203749	NM_000183.3
203757	NM_001352514.2
203758	NM_001352514.2
203781	NM_005518.4
203788	NM_002225.5
203845	NM_000255.4
203849	NM_000255.4
203856	NM_000255.4
203872	NM_000277.3
203881	NM_000532.5
203929	NM_003060.4
204021	NM_000030.3
204026	NM_000030.3
204029	NM_000030.3
204032	NM_000030.3
204035	NM_000030.3
204037	NM_000030.3
204039	NM_000030.3
204041	NM_000030.3
204049	NM_000030.3
204050	NM_000030.3
204057	NM_000030.3
204152	NM_000030.3
204159	NM_000030.3
204161	NM_000030.3
204165	NM_000030.3
204166	NM_000030.3
204168	NM_000030.3
204169	NM_000030.3
204170	NM_000030.3
204220	NM_012203.2
204241	NM_012203.2
204243	NM_012203.2
204244	NM_012203.2
204254	NM_138413.4
204259	NM_138413.4
204260	NM_138413.4
204285	NM_138413.4
204294	NM_004370.6
204301	NM_001005373.4
204303	NM_002180.3
204304	NM_002180.3
204402	NM_201384.3
204594	NM_001329943.3
204921	NM_000726.5
204951	NM_000742.4
205089	NM_001042432.2
205164	NM_017882.3
205170	NM_017882.3
205171	NM_017882.3
205365	NM_025219.3
205371	NM_025219.3
205377	NM_025219.3
205516	NM_001127644.2
205545	NM_198904.4
205637	NM_001134407.3
205641	NM_001134407.3
205702	NM_000834.5
205795	NM_015443.4
205816	NM_172107.4
205825	NM_002241.5
205835	NM_172107.4
205861	NM_172107.4
205909	NM_172107.4
205910	NM_172107.4
205950	NM_172107.4
206036	NM_006859.4
206050	NM_001378120.1
206053	NM_001378120.1
206056	NM_001378120.1
206135	NM_001371596.2
206406	NM_007254.4
206461	NM_002693.3
206463	NM_002693.3
206467	NM_002693.3
206497	NM_002693.3
206542	NM_002693.3
206628	NM_000310.4
206638	NM_000310.4
206642	NM_000310.4
206643	NM_000310.4
206703	NM_005506.4
206735	NM_001165963.4
206742	NM_001165963.4
206743	NM_001165963.4
206751	NM_001165963.4
206829	NM_001165963.4
206832	NM_001165963.4
206937	NM_001165963.4
206963	NM_001040142.2
206964	NM_001040142.2
206967	NM_001040142.2
207002	NM_001040142.2
207037	NM_001040142.2
207039	NM_001040142.2
207088	NM_001040142.2
207150	NM_001191061.2
207179	NM_006516.4
207182	NM_006516.4
207184	NM_006516.4
207225	NM_006516.4
207241	NM_001379110.1
207242	NM_001379110.1
207256	NM_001130438.3
207258	NM_001130438.3
207271	NM_001130438.3
207288	NM_001130438.3
207402	NM_001032221.6
207406	NM_001032221.6
207409	NM_001032221.6
207412	NM_001032221.6
207413	NM_001032221.6
207416	NM_001032221.6
207419	NM_001032221.6
207427	NM_001032221.6
207435	NM_001032221.6
207444	NM_001032221.6
207446	NM_001032221.6
207521	NM_001083962.2
207523	NM_001083962.2
207553	NM_000391.4
207574	NM_000391.4
207599	NM_000391.4
207616	NM_000368.5
207657	NM_000548.5
207662	NM_000548.5
207664	NM_000548.5
207668	NM_000548.5
207670	NM_000548.5
207674	NM_000548.5
207691	NM_000548.5
207695	NM_000548.5
207704	NM_000548.5
207733	NM_000548.5
207779	NM_000548.5
207803	NM_145207.3
207970	NM_000218.3
207973	NM_000218.3
208374	NM_000143.4
208412	NM_001165963.4
208428	NM_001303052.2
208496	NM_170707.4
208557	NM_000392.5
208570	NM_006371.5
208577	NM_004100.5
208584	NM_000158.4
208587	NM_000197.2
208591	NM_000213.5
208599	NM_001164508.2
208651	NM_003072.5
208652	NM_198173.3
208657	NM_001079872.2
208665	NM_005850.5
208695	NM_013275.6
2087	NM_000159.4
208720	NM_001017980.4
208730	NM_080680.3
208782	NM_001080517.3
208796	NM_001079872.2
208801	NM_001017980.4
208824	NM_152906.7
208859	NM_003922.4
208999	NM_080860.4
209010	NM_031924.8
209022	NM_001371623.1
209045	NM_000492.4
209059	NM_000492.4
209096	NM_007348.4
209098	NM_007348.4
209099	NM_007348.4
209129	NM_018238.4
209137	NM_000069.3
209142	NM_033380.3
209158	NM_000516.7
209163	NM_002204.4
209177	NM_002529.4
209195	NM_001083962.2
209236	NM_007294.4
209237	NM_007294.4
209238	NM_007294.4
209239	NM_007294.4
209240	NM_007294.4
209241	NM_007294.4
209242	NM_007294.4
209243	NM_007294.4
209244	NM_007294.4
209247	NM_007294.4
209248	NM_007294.4
209249	NM_007294.4
209250	NM_007294.4
209251	NM_007294.4
209252	NM_007294.4
209253	NM_007294.4
209254	NM_007294.4
209256	NM_007294.4
209257	NM_007294.4
209259	NM_007294.4
209260	NM_007294.4
209261	NM_007294.4
209262	NM_007294.4
209263	NM_007294.4
209264	NM_007294.4
209265	NM_007294.4
209266	NM_007294.4
209267	NM_007294.4
209268	NM_007294.4
209269	NM_007294.4
209270	NM_007294.4
209271	NM_007294.4
209272	NM_007294.4
209273	NM_007294.4
209275	NM_007294.4
209276	NM_007294.4
209277	NM_007294.4
209278	NM_007294.4
209281	NM_007294.4
209282	NM_007294.4
209283	NM_007294.4
209284	NM_007294.4
209285	NM_007294.4
209286	NM_007294.4
209287	NM_007294.4
209289	NM_007294.4
209290	NM_007294.4
209291	NM_007294.4
209292	NM_007294.4
209293	NM_007294.4
209294	NM_007294.4
209295	NM_007294.4
209296	NM_007294.4
209297	NM_007294.4
209298	NM_007294.4
